date,time,tweet
2021-03-26,23:34:08,Me averaging my portfolio #nifty #banknifty #StockMarket #trading  https://t.co/Z6OFAZRZjt
2021-03-26,23:30:03,#BANKNIFTY1! - BANK NIFTY - TradingView -  https://t.co/V4vw9A46aY
2021-03-26,23:29:27,BANK NIFTY - #BANKNIFTY1! chart  https://t.co/EPcAGsPUvy
2021-03-26,23:27:47,Was there a bull trap created on Friday #nifty #nifty50 ?
2021-03-26,23:23:50,Strangles :  Explained in layman's language   #strangles #optionstrategies  #OptionsTrading  #options  #nifty  #banknifty  #equitydynamo  https://t.co/fjAU9slXq9
2021-03-26,23:23:40,"@Rohitsharma8912 Sir, actually I trade only in banknifty, but I have SAIL in portfolio@ 70. I will hold upto 107."
2021-03-26,23:22:49,#Nifty  #nifty50  #NIFTYFUTURE  #niftyfifty  #niftybank #banknifty  #BankNiftyFut  #StockMarket  #stockmarketindia  #stocks  #StocksToWatch  https://t.co/QbU60Eg37a
2021-03-26,23:22:10,TCS : CO SAYS IT WILL HOLD PRESS BRIEFING AT 12:30 PM ON MARCH 30 TO MAKE A STRATEGIC ANNOUNCEMENT  @TCS
2021-03-26,23:19:49,Bank nifty to hamare desh ke netao se bhi jyada paltu ho gya hai.  #sarcasm #weekendvibes
2021-03-26,23:17:19,See the difference of nifty spot n nifty futures.  Banknifty spot n futures  Huge difference  https://t.co/7ARhQ9xJzn
2021-03-26,23:16:10,#Nifty  #nifty50  #NIFTYFUTURE  #niftyfifty  #niftybank #banknifty  #BankNiftyFut  #StockMarket  #stockmarketindia  #stocks  #StocksToWatch  https://t.co/FemssK3pet
2021-03-26,23:06:41,@arunjagtap007 Mujhe toh bank nifty main bhi amazing feeling aati hai😁
2021-03-26,22:58:48,#JKCement cmp 2806 can take sm break now (confirmation signal still pending)  2600/2400 can b good entry levels for fresh buyers (investors)  #Nifty | #BankNifty | #Sensex | #Trading | #Investing | #TradingPsychology | #StockMarket  https://t.co/hiaNffLGjd
2021-03-26,22:55:35,#banknifty #NiftyBank it can fall 31375 . 1 april expiry.
2021-03-26,22:53:29,Banknifty Resistance &amp; Support Zones For Next Week !  https://t.co/iJkJFsudGc
2021-03-26,22:53:00,#nifty50  #banknifty #BANKNIFTYFUTURE  #nifty #SGXNIFTY #OptionsTrading  https://t.co/tVtQ58UblN
2021-03-26,22:48:23,"Index futures data says, FII'S has created long position in index futures. They added 12049 contracts today. My interpretation is, if Banknifty falls then we should buy call options, as banknifty cross today's high 33610 then we will see 33900-33970 levels, I will buy call option  https://t.co/TfKT9vuLf7"
2021-03-26,22:42:26,List of selected stocks for #positional option Trading (26 March option Data) RT maximum . . . #SGLEVEL #Traders #Nifty #Banknifty #Markets #Options #profit #INTRADAY #sgxnifty #bearish #OptionsTrading  https://t.co/PIASsoCL54
2021-03-26,22:42:25,Stocks to look at for 1 year. Nifty and Bank Nifty Prediction for Next Week.   #Nifty #BANKNIFTY #stockmarket   https://t.co/eP8IkFhoxm
2021-03-26,22:40:51,In learning phase in this order 📈📈 #Banknifty  #Nifty  #OptionsTrading
2021-03-26,22:38:55,#LaxmiMachine cmp  6687  Should test 6000 soon before the next upmove  Top formation Done atleast for next few months  Investors can wait for 6000 levels for fresh entry  #Nifty | #BankNifty | #Sensex | #Trading | #Investing | #TradingPsychology | #StockMarket  https://t.co/0noXfbDDz5
2021-03-26,22:31:33,@SunderjiJB Bhai you forgot this: Which bars are you planning to visit ?
2021-03-26,22:28:57,first step away from trading is 10 steps toward Investing.  #nifty #banknifty #NiftyBank
2021-03-26,22:27:09,You want easy money from stock market  Stock market also want easy money from You 🤦  Don't forget the truth &amp; Try not to become a fool 🐐  #Truth
2021-03-26,22:24:57,"Join our free telegram channel for live intraday nifty, banknifty and stocks analysis with buy and sell free calls with high accuracy. Purely on price action based Telegram channel:  https://t.co/eh0p2T6NhD  https://t.co/l1vITHh7qi #nifty50 #stockstowatch #investing  https://t.co/xhiXuFacBt"
2021-03-26,22:23:45,#HappyHoli #Nifty #BankNifty levels for next week. 2 minutes #video #tech...  https://t.co/PNIg6KWrPs via @YouTube
2021-03-26,22:22:15,@Mitesh_Engr BHAI YE MERE LIYA THA
2021-03-26,22:18:25,@BhaktNandi This month banknifty fell 10% Anything above 7-8 % is a good fall same for rise as per my experience  Yes the Bulls still dont have a upper hand
2021-03-26,22:16:54,@PRSundar64 Anybody can guess In april month bank nifty touches 40000 points and nifty 16000....it's my wish...😁😁😁😁
2021-03-26,22:16:15,@SakshiSharma012 @Kavitastocks I will do  BUT I WILL WAIT FOR MY SET UP &amp; SIGNAL  DM M IF INTRESTED
2021-03-26,22:14:27,Story of a retail trader. #nifty50 #banknifty #StockMarket
2021-03-26,22:14:11,💹YS INVESTMENTS💹 TRADE SUMMARY DATE - 26-03-2021 SCRIPT NAME - BANKNIFTY 32500 PE BUY PRICE - 279.89 SELL PRICE - 340 QUANTITY - 200 PROFIT/LOSS - RS. 12022.50/-💸 #trading #financialfreedom #stockmarket #ysgroup  https://t.co/PjxoPWdYaC
2021-03-26,22:13:03,"Join our free telegram channel for live intraday nifty, banknifty and stocks analysis with buy and sell free calls with high accuracy. Purely on price action based  Telegram channel:  https://t.co/eh0p2T6NhD   https://t.co/l1vITHh7qi #banknifty #Nifty #nifty50"
2021-03-26,22:11:58,from what you had made many this monthly expiry? #banknifty
2021-03-26,22:04:30,"Tesla's share price is expected to reach $3,000 by 2025 and market capitalization to hit $4 Trillion. . #tesla #Sharemarket #sharemarkettips #sharemarketnews #sharemarketindia #sharemarketing #sharemarketstudies #sharemarketeducation #banknifty #dalalstreet #intraday #zerodha  https://t.co/SIlSKdV0Bi"
2021-03-26,21:59:54,#BANKNIFTYFUTURE #BANKNIFTY #NIFTYBANK #nifty50 #NIFTY #SGXNIFTY #NIFTYFUTURE #TRADING #TRADINGTIPS #sensex #sharemarket #DowJones #NASDAQ #NASDAQ100 #ftse100   🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻  Which platform helped you the most &amp; made you profitable trader?
2021-03-26,21:48:44,#banknifty level for 30.03.21  https://t.co/8TSm6KmwbZ
2021-03-26,21:47:39,Corona Political Rally me nahi jata he Aur Sirf rat ko Nikalta h isliye laga dia #nightcurfew
2021-03-26,21:47:18,@Praxal Thanks for replying.. one more thing how far otm u r selecting for banknifty and the 3 stocks as well... Like I think 5% for banknifty and 2-3% for stocks...
2021-03-26,21:46:38,@Amateur_traderr It’s not that hard to earn in #nifty and #banknifty. All you need is a good advisor. Join our premium services today and enjoy 15 days free trial.  https://t.co/PArNqZRY64
2021-03-26,21:44:57,Bank Nifty 5 min Support/Resistance Levels for 30th Mar 2021 #banknifty #BANKNIFTYFUTURE  https://t.co/YrBVAOjhLd
2021-03-26,21:43:05,#nifty #sensex #stockmarket #nse #sharemarket #bse #banknifty #trading #niftyfifty #indianstockmarket #investing #investment #intraday #stocks #money #stockmarketindia #stockmarketnews #finance #intradaytrading #india #dalalstreet #zerodha #indiansharemarket #stock #investor  https://t.co/Zy3hEvFdy1
2021-03-26,21:42:56,@Amateur_traderr It’s not that hard to earn in #nifty and #banknifty. All you need is a good advisor. Join our premium services today and enjoy 15 days free trial.  https://t.co/PArNqZRY64
2021-03-26,21:41:51,#Nifty #nifty50 #banknifty #NiftyBank #Niftyfutures #sensex #nse #stock #trading #wisdom #tradingwisdom #intraday #mcx #BSE #trader
2021-03-26,21:41:35,Bank Nifty 15 min Support/Resistance Levels #banknifty #BANKNIFTYFUTURE  https://t.co/vXfW9EHX6o
2021-03-26,21:40:59,"#EURINR - on a weekly time-frame, Price is taking support but running below #50EMA. Monthly #MACD has a downtick , #RSI is below 60, Every bounce may be an opportunity to short.   #PriceAction  #Traders  #Nifty  #BankNifty  #Breakout  #Option #Futures  https://t.co/0PPqViy1xw"
2021-03-26,21:38:33,@SarangSood It’s not that hard to earn in #nifty and #banknifty. All you need is a good advisor. Join our premium services today and enjoy 15 days free trial.  https://t.co/PArNqZRY64
2021-03-26,21:37:34,#nifty #sensex #stockmarket #nse #sharemarket #bse #banknifty #trading #niftyfifty #indianstockmarket #investing #investment #intraday #stocks #money #stockmarketindia #stockmarketnews #finance #intradaytrading #india #dalalstreet #zerodha #indiansharemarket #stock #investor  https://t.co/WAzV22daM9
2021-03-26,21:36:24,#BANKNIFTYFUTURE #BANKNIFTY #NIFTYBANK #nifty50 #NIFTY #SGXNIFTY #NIFTYFUTURE #TRADING #TRADINGTIPS #sensex #sharemarket #DowJones #NASDAQ #NASDAQ100 #ftse100   🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻  How much time you have lost your all Capital??
2021-03-26,21:34:29,@ResilientInvest It’s not that hard to earn in #nifty and #banknifty. All you need is a good advisor. Join our premium services today and enjoy 15 days free trial.  https://t.co/PArNqZRY64
2021-03-26,21:31:56,@niftysuperman It’s not that hard to earn in #nifty and #banknifty. All you need is a good advisor. Join our premium services today and enjoy 15 days free trial.  https://t.co/PArNqZRY64
2021-03-26,21:30:02,"Learn ""Bank Nifty Super trending Rocket option buying scalping strategy"" from renowned market professional @123chetanp who has 17 years of experience in the markets.  A complete setup with fixed rules will be discussed in the webinar-  https://t.co/4wVOnt7p4c Apply Code- HOLI35  https://t.co/ddRaXhMDa7"
2021-03-26,21:29:35,@samanta_satadal @virendraonNifty It’s not that hard to earn in #nifty and #banknifty. All you need is a good advisor. Join our premium services today and enjoy 15 days free trial.  https://t.co/PArNqZRY64
2021-03-26,21:21:54,@Nithin0dha freeze Nifty/Sensex/Banknifty spot on each watch list/ holdings / position screens.....52 week chart doesn't make sense over there.
2021-03-26,21:19:54,Todays Market participants data study...   https://t.co/e3JMBamVpZ . #traders #trading #daytrader #fii #stockmarket #trade #nifty #markets #sensex #nse #fiidata #exchange #equity #derivative #future #intraday #stocks #indices #charts #banknifty  https://t.co/OvWftb7fF0
2021-03-26,21:17:57,Right on the money
2021-03-26,21:16:42,"#intradaytrading,#profit,#Nifty,#BANKNIFTY,#optionstrading,#optiondancechallenge,#Opinion FOR DAILY INTRADAY &amp; POSITIONAL CALLS CONNECT WITH US ON TELEGRAM TELEGRAM CHANNEL LINK :  https://t.co/rOFLc9efS4  https://t.co/84itDvA3ny"
2021-03-26,21:09:06,MONEY GURU:CHECK BANK NIFTY 250 POINTS TGT HIT CALL:8160643205  https://t.co/FNlATYmUms
2021-03-26,21:04:15,NIFTY BANKNIFTY EQUITY CALLS  https://t.co/YRRGHeg1wc #banknifty #nifty #equity #money #sharemarkettips  #intraday
2021-03-26,21:01:34,"Finally comes our beloved #BankNifty, Though it was a fakeout but it was longlived so I &amp; member could lock some gains, also it was the trade that made my day. #StockMarket #Learn #TechnicalAnalysis #Trading  https://t.co/JJUJ5NWJBX"
2021-03-26,21:01:17,When you realize only 3 trading days next week.  #Nifty #BankNifty  https://t.co/RbVTwuLsz6
2021-03-26,20:56:56,#Banknifty  https://t.co/AAllXCEFvg
2021-03-26,20:55:04, https://t.co/2s9jj6TpYP  # OPTION STRATEGY # NIFTY # BANKNIFTY # WEEKLY BASES # LONG STRATEGY # SHORT STRATEGY # RATIO SPREAD # BUTTERFLY # STRADDL
2021-03-26,20:54:20,Nifty/Banknifty trend strategy update  https://t.co/G4tE3qb0vM
2021-03-26,20:53:20,Dudh ubaloge to jag bnegi  Aur over trading kroge to gand pe lat pdegi (strictly for my followers)  I don't have any right to stop you Your account Your money Still take it seriously  Nifty max 2 lots Bank nifty max 4 lots
2021-03-26,20:39:43,Market fall on Monday #nifty #sensex #banknifty .
2021-03-26,20:36:58,RT Game changer for Tata group  nifty50 #sgx #dow #future #nifty #banknifty #stock #trader #trading #intraday…  https://t.co/HodZ9B67gt follow @medeepakjain #medeepakjain #entrepreneurshipwithdeepak #stockmarket #investing #wealthcreation #meenuvatika
2021-03-26,20:36:30,"Indian bowlers today like  Shorting 1 re #banknifty option calls for time decay, but it just spiked 500 points #Massacre #INDvsENG_2021 #Cricket"
2021-03-26,20:35:59,@asitbaran @piyushchaudhry @vishalmehta29 @ashumadan4 @MashraniVivek @Traderscarnival Acha tabhi me sochu nifty or banknifty chal kyu ni rhe... Aap logo ki toh GOA me pawri ho rhi h...
2021-03-26,20:32:29,Game changer for Tata group  nifty50 #sgx #dow #future #nifty #banknifty #stock #trader #trading #intraday #investing #stockstowatch #stockmarket #gold #silver #commodities #options #lockdown #news #coronavirus #portfolio #research #results  #finance #investments #StocksToTrade
2021-03-26,20:30:01,Best Small Cap Multibagger Shares 2021|  Small Cap Stocks | Share Market    https://t.co/tuLXqg0oaL  #SmallCap #Multibagger #Shares2021 #nifty #nifty50 #banknifty #stockmarket #stockmarketindia #stockmarkets  https://t.co/gZNxPqXToN
2021-03-26,20:29:28,"Retiring doesn’t mean you stop working, it means you can finally spend more time on what’s meaningful to you."
2021-03-26,20:28:59,So far protected the levels and an inside bar is forming. Break above the mother candle should give some sweat to bears. Let's see. #nifty #banknifty #trading  https://t.co/lXXE2MsssC
2021-03-26,20:25:42,Wht is the ideal premium at which  at the money  straddle of bank nifty should be sold i mean the combined premium of both call and put @Mitesh_Engr @Abhishekkar_
2021-03-26,20:21:11,"@virendraonNifty Hi Sir, I have buy BANKNIFTY 01-Apr-2021 CE  33700 at 446/-. Should I expect 600 level?"
2021-03-26,20:20:03,#BANKNIFTY - Bank nifty  Tradeline for the 30 March  - TradingView -  https://t.co/OPSPe1aWVQ
2021-03-26,20:19:53,#sensex #Nifty #banknifty #fii #dii #market #bse #nse #Midcaps #smallcap   Market Data  https://t.co/StkIvuk0BC
2021-03-26,20:19:03,First it gave false breakdown and then nice bounce . such important level [ek repect to banta hai].spreads are best way to play such uncertain bounces. Took debit spread in banknifty [gave 200+ points] and 14700 monthly straddle sell in nifty [gave almost 80 points]  https://t.co/3sGfrKKKon
2021-03-26,20:18:44,Banknifty Calls -9130184417 #zerodha #upstox #banknifty #bankniftyoptions #bankniftyfuture #Niftyfuture #bankniftytips  #bankniftyfutures  #nifty #nifty50 #stocks #stockmarket   #stockmarketnews #stockoptions #sharemarket  https://t.co/fHKfllLf4U
2021-03-26,20:17:30,"Bank's Loans Grew 6.5% In Two Weeks To March 12, Shows RBI Data: Report  Non-food credit rose Rs 29,759 crore to Rs 10,72,9000 crore,while food credit fell Rs 6,014 crore to Rs 69,192 crore. #Nifty #stock #stockmarket #NSE #BSE #TechnicalAnalysis #Options #Trading #Banknifty…"
2021-03-26,20:15:47,Positional Live SG Level #SNP 3906 (Now 3924) #Nasdaq 12809 (Now 12860) #Dow 32536 (Now 32690)  Intraday Live SG level #SNP 3917 support 3914  #Nasdaq 12796 Support 12762 #Dow 32660 support 32627 Short after breaking intraday levels . #Traders #Nifty #Banknifty #Markets #Options
2021-03-26,20:14:29,Despite of choppy market today levels give opportunity to trade....#banknifty  https://t.co/H928A3segN
2021-03-26,20:04:20,"#WIPRO chart  Join us on YouTube for Best momentum Stocks, Nifty and Bank Nifty Levels on a Daily Basis: -  https://t.co/crfir21Sbm WIPRO SELL BELOW 395 STOPLOSS 400 #technicalanalysisbyrk #technicalanalysis #nifty #niftybank #trending #featured #sharemarkettips #nseindia  https://t.co/BzkT6HlFZa"
2021-03-26,20:03:45,"#stockmarkets #nifty50 #NiftyBank #Niftyoption #intradaytrading #nifty #stockmarket #sharemarket #sensex #trading #intraday  #banknifty #niftyfifty #intradaytips  keep exide watchlist for Tuesday for intraday,  short between 182 to 183, SL 184.5 T1 180  T2 178"
2021-03-26,20:02:13,How might we get back on track with #BTC price? I really like my modeling for this week. Even though the price dipped below. It didn’t dip to unreasonable levels! #bitcoin #technicalanalysis #ta #mathematics #eth #aave #Etf #banknifty #alts #altcoin #binance #tron #cardano  https://t.co/KSStlrSpdo
2021-03-26,20:01:40,"Market Update| As we said before market opening Nifty50 has reached expected level by hitting day high 14572   Nifty50 has closed at 14,507.30 +182.40 (1.27%) &amp; Sensex also closed green 49,008.50 +568.38 (1.17%)  Bank Nifty was at 33,318.20+311.75 (+0.94%) when the market closed"
2021-03-26,19:58:34,#Nifty #BankNifty next trading day Tuesday 30th March shd be a much faster one way up day
2021-03-26,19:56:13,banknifty future premium is almost 400 points...
2021-03-26,19:56:07,@goodreads Attitude is everything .  https://t.co/Ae7K4rvFfD
2021-03-26,19:55:29,#nifty #banknifty #FIIData #learningwithBB @virendersehwag @AnilSinghvi_ @nitinmurarkasmc @virendraonNifty  https://t.co/ZxavI1Aexo
2021-03-26,19:53:21,@niftytrader20 Gap up and down also happens during market hours.
2021-03-26,19:51:27,#Nifty #BankNifty Bottom is made at yesterday's lows...welcome New Highs which are loftier than 16K
2021-03-26,19:45:12,Bear Grylls se jyada survival skills to nifty and bank nifty ke option sellers ko chahiye.
2021-03-26,19:39:30,30 MARCH NIFTY &amp; BANK NIFTY ANALYSIS | OPTION CHAIN ANALYSIS | TECHNICAL ANALYSIS| NIFTY INTRADAY   https://t.co/fQ9tUQimdW
2021-03-26,19:39:27,Another SL day.. Options outperformed fut. #Nifty #NiftyBank #NIFTYFUTURE #banknifty #BANKNIFTYFUTURE #Trader #algotrading #OptionsTrading #nifty50  https://t.co/YoCdkAloFr
2021-03-26,19:30:07,Bank Nifty  https://t.co/dq0F0iNj3n
2021-03-26,19:30:03,TATA GROUP - Best Stocks to Buy Right Now 2021    https://t.co/PPzXJ9btE0  #TATAGROUP  # SHARENEWS #Shares2021 #nifty #nifty50 #banknifty #stockmarket #stockmarketindia #stockmarkets  https://t.co/z9V0l2DS2o
2021-03-26,19:30:00,Learn a simple and effective intraday algo trading strategy for Bank Nifty futures from market expert  @kirubaakaran  Know more &amp; Purchase the recording -  https://t.co/QAxEpDqzJY  Use code: HOLI35 to avail a 35% discount  https://t.co/siXAm207KO
2021-03-26,19:27:06,30 march 2021 #nifty #stockmarket #nifty50 #indianstockmarket  #nse #nifty50 #BSE #stockmarketnews #intraday  #intradaytrading #trading #investing #stocks #indiansharemarket  #banknifty #NIFTYFUTURE #niftyindex #niftypredictions  https://t.co/nc9MDSx2Nl
2021-03-26,19:25:19,Stock Market Analysis - 30th March to 2nd April.  Watch detailed analysis here:    https://t.co/L8I2EKwWHq   #bank #banknifty #stockmarket #sensex  https://t.co/nRmLmQZqrJ
2021-03-26,19:24:22,#BankNifty: TUESDAY BANK NIFTY GOING TO RISE MINIMUM 1500+ POINTS AS #HOLI GIFT. EXPECTED NIFTY TO RISE TO 14850 BY THURSDAY. #NIFTY @IMAPictures
2021-03-26,19:23:33,Holi discount 🎉🎊 2999/- Webinar One on one.... Only  Post training support  Topic refer pic attached  Last date for registration 28 the march   #nifty #banknifty  Whatapp  8850055368  https://t.co/5Jo8cWkI0a  https://t.co/cLdD6F9VlT
2021-03-26,19:18:12,#Nifty #Banknifty #HDFC  2521 to 2545  Still more to go
2021-03-26,19:17:53,Barbeque Nation Hospitality IPO Subscribed 5.98 Times On Final Day Of Issue  Barbeque Nation Hospitality IPO #Nifty #stock #stockmarket #NSE #BSE #TechnicalAnalysis #Options #Trading #Banknifty #Nifty50 #Sensex #Niftyfuture #Sharemarket #Equity
2021-03-26,19:16:12,𝗡𝗶𝗳𝘁𝘆 𝗙𝘂𝘁𝘂𝗿𝗲𝘀 (for 30 Mar 2021) (#Nifty #NiftyView) Resistance Range: 14700-14750 Support Range: 14450-14500    𝗕𝗮𝗻𝗸𝗡𝗶𝗳𝘁𝘆 𝗙𝘂𝘁𝘂𝗿𝗲𝘀 (for 30 Mar 2021) (#BankNifty #BankNiftyView) Resistance Range: 34000-34100 Support Range: 33300-33400
2021-03-26,19:15:39,30 march 2021 #banknifty #stockmarket #banknifty #indianstockmarket  #nse #banknifty #BSE #stockmarketnews #intraday  #intradaytrading #trading #investing #stocks #indiansharemarket #rakeshjhunjhunwala #banknifty #BANKNIFTYFUTURE #bankniftyindex #bankniftypredictions  https://t.co/ah5U4SJCmo
2021-03-26,19:14:29,@vijay_box69 Sad 😭 but true .
2021-03-26,19:09:51,Understanding #VIX is as important as any other indicator.   #Nifty #Banknifty
2021-03-26,19:06:55,"NSE indices April futs basis analysis- both indices witnessed basis compression as I advocated yesterday. As the futs series progresses, basis declines routinely  ßeta (price volatility) spiked again as intraday trends reversed  #Markets #Trading #MarketOutlook #Nifty #BankNifty  https://t.co/cDFgEivfN5"
2021-03-26,19:06:16,Shield works of mughal brothers is also become a trading mark...  #Mughalbrothers #banknifty  https://t.co/Z0lUcxIukq
2021-03-26,19:00:48,@madan_kumar @chartspeak_P Elephant and bank nifty combination goes well.
2021-03-26,18:57:20,25March2021-Buy Sell Signals from EagleTradingSignal #Amibroker Based Buy Sell Signal #Software #Robot #Trading Software for #Nifty #banknifty  #Stock2020 #Signal #INTRADAY #NSEIndia #NSEUpdates #Nifty   #OptionsTrading  #Asianpaint #TATASTEEL     @EagleSignal  https://t.co/FwhqhOuUvZ
2021-03-26,18:55:31,(26/03/2021) Friday - Buy/Sell Activity in cash #Fii #Dii #banknifty #bnf #stockMarket #sensex #futures #Fiis #Diis #sharemarket  https://t.co/pu2SXTL6UQ
2021-03-26,18:51:45,"@yashsaraf18 @NSEIndia @BSEIndia @zerodhaonline @CoinByZerodha @ZerodhaVarsity @moneycontrolcom @CNBCTV18Live @ZeeNews @BeSensibull @ZeeBusiness @banknifty @FinMinIndia You should first check your app settings and then if there is a discrepancy in the information, then point it out to your broker. They could have been trying to fix the bug at the time when you had this problem. #tradingapp #stocktrading"
2021-03-26,18:49:45,@dtbhat  sir bank nifty my chart
2021-03-26,18:49:14,@SarangSood Probably not going to sell bank nifty options in expiry.
2021-03-26,18:48:20,"Today, FII's sold for Rs.50.13Cr and DII's bought for Rs.1703.14Cr  #Nifty50 #banknifty #nifty #StockMarket #niftyfuture #sgxnifty #BANKNIFTYFUTURE"
2021-03-26,18:48:03,"Markets closed on Monday  On the occasion of Holi, markets will be closed on Monday, 29th March 2021. Trading will resume on Tuesday, 30th March 2021.  #nifty50 #banknifty #sensex #BSEINDIA #nseindia #sharemarket #capitalite #Holi2021"
2021-03-26,18:47:29,"INTRADAY INNINGS STOCKS PERFORMANCE OF 26 MARCH, 2021  #nifty #banknifty #TRADINGTIPS #intradaytrading  https://t.co/jWy8RUnjhG"
2021-03-26,18:46:56,#nifty50 #banknifty #sensex #BSEINDIA #nseindia #sharemarket #capitalite  https://t.co/IbQoQaobVi
2021-03-26,18:46:18,BANK NIFTY PREDICTION FOR TUESDAY 30 MARCH 2021 CHART ANALYSIS &amp; OPTION TRADING #Nifty50 #BankNifty #optiontrading #LEARNTINVEST #PMMODI #sharemarket #StockMarket #Lockdown #CoronaSecondWave #CoronaAlert #Holi #nseindia  #BSEINDIA   https://t.co/vvmbOqpwfX
2021-03-26,18:45:57,NIFTY PREDICTION FOR TUESDAY 30 MARCH 2021 CHART ANALYSIS &amp; OPTION TRADING #Nifty50 #BankNifty #optiontrading #LEARNTINVEST #PMMODI #sharemarket #StockMarket #Lockdown #CoronaSecondWave #CoronaAlert #Holi #NSE #bse  https://t.co/ndCBfNjpsR
